seed,m,worlds,H,planning_alpha,root_action,dynamic_objective,exact_mean_cost,exact_mean_regret,exact_var95_regret,exact_cvar95_regret,exact_worst_regret,exact_satisfaction_all_worlds
3,10,1024,5,0.0,u1,13.725783702539054,18.693583886859372,13.725783702539058,31.42123200775815,31.42123200775815,31.42123200775815,1
3,10,1024,5,0.25,u7,24.745183873486127,22.84846663964387,17.880666455323556,28.75935578316674,28.75935578316674,28.75935578316674,1
3,10,1024,5,0.5,g,26.779654479612603,30.0,25.032199815679686,26.917456670035996,26.917456670035996,26.917456670035996,1
3,10,1024,5,0.75,g,26.917456670035996,30.0,25.032199815679686,26.917456670035996,26.917456670035996,26.917456670035996,1
3,10,1024,5,0.9,g,26.917456670035996,30.0,25.032199815679686,26.917456670035996,26.917456670035996,26.917456670035996,1
4,10,1024,5,0.0,u6,14.015938155647312,18.939625424368543,14.015938155647309,32.1782840397948,32.1782840397948,32.1782840397948,1
4,10,1024,5,0.25,u6,24.4878965273128,18.939625424368543,14.015938155647309,32.1782840397948,32.1782840397948,32.1782840397948,1
4,10,1024,5,0.5,g,26.853218897083977,30.0,25.07631273127877,26.90855560700059,26.90855560700059,26.90855560700059,1
4,10,1024,5,0.75,g,26.90766073674547,30.0,25.07631273127877,26.90855560700059,26.90855560700059,26.90855560700059,1
4,10,1024,5,0.9,g,26.908555607000594,30.0,25.07631273127877,26.90855560700059,26.90855560700059,26.90855560700059,1
5,10,1024,5,0.0,u0,11.973816941830208,17.862133464987004,11.973816941830215,28.514850455149464,28.514850455149464,28.514850455149464,1
5,10,1024,5,0.25,u0,21.53298609078098,17.862133464987004,11.973816941830215,28.514850455149464,28.514850455149464,28.514850455149464,1
5,10,1024,5,0.5,g,25.96626978263521,30.000000000000004,24.11168347684321,26.880835671931067,26.880835671931067,26.880835671931067,1
5,10,1024,5,0.75,u0,26.68894072197338,23.001752839589752,17.113436316432963,26.68894072197338,26.68894072197338,26.68894072197338,1
5,10,1024,5,0.9,u0,26.68894072197338,23.001752839589752,17.113436316432963,26.68894072197338,26.68894072197338,26.68894072197338,1
6,10,1024,5,0.0,u0,12.259743429906642,17.36855292856699,12.259743429906644,30.015331894965033,30.015331894965033,30.015331894965033,1
6,10,1024,5,0.25,u0,22.402419995079086,17.36855292856699,12.259743429906644,30.015331894965033,30.015331894965033,30.015331894965033,1
6,10,1024,5,0.5,g,26.8885273213898,30.000000000000004,24.891190501339654,27.506175193276658,27.506175193276658,27.506175193276658,1
6,10,1024,5,0.75,g,27.50617519327666,30.000000000000004,24.891190501339654,27.506175193276658,27.506175193276658,27.506175193276658,1
6,10,1024,5,0.9,g,27.50617519327666,30.000000000000004,24.891190501339654,27.506175193276658,27.506175193276658,27.506175193276658,1
7,10,1024,5,0.0,u2,13.67133530752605,18.31384415235332,13.671335307526055,30.67535570382251,30.67535570382251,30.67535570382251,1
7,10,1024,5,0.25,u2,25.68474070842484,22.492577942610364,17.8500690977831,29.31727976103663,29.31727976103663,29.31727976103663,1
7,10,1024,5,0.5,g,27.286496731297675,30.000000000000004,25.357491155172738,27.407379423624864,27.407379423624864,27.407379423624864,1
7,10,1024,5,0.75,g,27.40737942362486,30.000000000000004,25.357491155172738,27.407379423624864,27.407379423624864,27.407379423624864,1
7,10,1024,5,0.9,g,27.40737942362486,30.000000000000004,25.357491155172738,27.407379423624864,27.407379423624864,27.407379423624864,1
8,10,1024,5,0.0,u1,12.194744280428644,16.929235644569246,12.194744280428646,31.274947294436377,31.274947294436377,31.274947294436377,1
8,10,1024,5,0.25,u1,22.637247661804302,17.128643337726334,12.394151973585736,32.16663801036967,32.16663801036967,32.16663801036967,1
8,10,1024,5,0.5,g,26.787759397030513,30.0,25.2655086358594,26.829103055873407,26.829103055873407,26.829103055873407,1
8,10,1024,5,0.75,g,26.829103055873404,30.0,25.2655086358594,26.829103055873407,26.829103055873407,26.829103055873407,1
8,10,1024,5,0.9,g,26.829103055873404,30.0,25.2655086358594,26.829103055873407,26.829103055873407,26.829103055873407,1
9,10,1024,5,0.0,u3,12.916540367786475,17.70789289584513,12.916540367786473,32.1217617906592,32.1217617906592,32.1217617906592,1
9,10,1024,5,0.25,u3,23.34369118064631,17.70789289584513,12.916540367786473,32.1217617906592,32.1217617906592,32.1217617906592,1
9,10,1024,5,0.5,g,27.23282280593918,30.0,25.208647471941344,27.62954511263333,27.62954511263333,27.62954511263333,1
9,10,1024,5,0.75,g,27.62954511263333,30.0,25.208647471941344,27.62954511263333,27.62954511263333,27.62954511263333,1
9,10,1024,5,0.9,g,27.62954511263333,30.0,25.208647471941344,27.62954511263333,27.62954511263333,27.62954511263333,1
